FUN_000008-T1	0.0510	994.3	2908.7	0.4750	0.0133	0.0279	
FUN_000007-T1	0.0090	235.4	688.6	0.0010	0.0000	0.0117	
FUN_000010-T1	0.0148	480.7	1406.3	0.0010	0.0000	0.0194	
FUN_000009-T1	0.0533	73.4	214.6	1.0482	0.0180	0.0172	
FUN_000012-T1	0.0371	161.3	471.7	0.3251	0.0081	0.0249	
FUN_000013-T1	0.0319	196.4	574.6	0.0462	0.0017	0.0367	
FUN_000015-T1	0.0164	240.7	704.3	0.2152	0.0028	0.0132	
FUN_000014-T1	
FUN_000016-T1	0.0227	124.6	364.4	0.1216	0.0027	0.0219	
FUN_000017-T1	0.0156	521.2	1524.8	0.0747	0.0013	0.0167	
FUN_000018-T1	0.0132	481.5	1408.5	0.7443	0.0040	0.0054	
FUN_000021-T1	0.0025	287.4	840.6	99.0000	0.0011	0.0000	
FUN_000022-T1	0.0227	431.0	1261.0	0.4991	0.0060	0.0121	
FUN_000024-T1	0.0262	139.1	406.9	99.0000	0.0117	0.0001	
FUN_000025-T1	0.0278	373.7	1093.3	0.1339	0.0035	0.0261	
FUN_000028-T1	0.0242	210.9	617.1	0.2563	0.0046	0.0181	
FUN_000032-T1	0.0000	97.1	283.9	0.8162	0.0000	0.0000	
FUN_000034-T1	0.0433	399.7	1169.3	0.4362	0.0109	0.0249	
FUN_000036-T1	0.0203	308.0	901.0	0.1102	0.0022	0.0201	
FUN_000037-T1	0.0483	203.3	594.7	0.5019	0.0129	0.0256	
FUN_000039-T1	0.0155	60.4	176.6	0.0010	0.0000	0.0202	
FUN_000059-T1	0.0325	230.0	673.0	0.0010	0.0000	0.0424	
FUN_000062-T1	0.0467	84.1	245.9	0.0762	0.0038	0.0500	
FUN_000063-T1	0.0549	336.3	983.7	0.4164	0.0135	0.0324	
FUN_000065-T1	0.0176	400.5	1171.5	0.0399	0.0008	0.0206	
FUN_000067-T1	0.0000	112.3	328.7	0.9653	0.0000	0.0000	
FUN_000070-T1	0.0453	246.9	722.1	0.1702	0.0067	0.0395	
FUN_000068-T1	0.0000	120.0	351.0	0.6389	0.0000	0.0000	
FUN_000071-T1	0.0630	372.2	1088.8	0.2353	0.0115	0.0488	
FUN_000072-T1	0.0198	348.5	1019.5	0.2531	0.0038	0.0149	
FUN_000073-T1	0.0135	106.2	310.8	99.0000	0.0060	0.0001	
FUN_000074-T1	0.0076	94.8	277.2	99.0000	0.0034	0.0000	
FUN_000075-T1	0.0062	148.3	433.7	0.0010	0.0000	0.0081	
FUN_000076-T1	0.0147	308.0	901.0	0.1616	0.0021	0.0131	
FUN_000083-T1	0.0085	169.7	496.3	99.0000	0.0038	0.0000	
FUN_000087-T1	0.0111	645.0	1887.0	0.1519	0.0015	0.0100	
FUN_000089-T1	0.0000	58.8	172.2	0.6651	0.0000	0.0000	
FUN_000094-T1	0.0172	150.6	440.4	0.1372	0.0022	0.0161	
FUN_000095-T1	0.0225	133.0	389.0	0.1065	0.0024	0.0225	
FUN_000100-T1	0.0167	342.4	1001.6	0.3726	0.0039	0.0105	
FUN_000106-T1	0.0085	85.6	250.4	99.0000	0.0038	0.0000	
FUN_000125-T1	0.5002	72.6	212.4	0.6359	0.1455	0.2288	
FUN_000127-T1	0.0406	298.8	874.2	0.0218	0.0011	0.0500	
FUN_000129-T1	0.0448	308.8	903.2	0.4014	0.0108	0.0270	
FUN_000132-T1	0.1485	48.1	140.9	1.3029	0.0526	0.0404	
FUN_000130-T1	0.0902	216.3	632.7	0.4443	0.0228	0.0513	
FUN_000136-T1	0.0585	594.6	1739.4	0.4563	0.0150	0.0328	
FUN_000133-T1	
FUN_000137-T1	0.0247	552.6	1616.4	0.3124	0.0053	0.0169	
FUN_000139-T1	0.0317	512.1	1497.9	0.2824	0.0064	0.0227	
FUN_000142-T1	0.0402	610.6	1786.4	0.8776	0.0129	0.0147	
FUN_000141-T1	0.0241	100.1	292.9	0.5448	0.0066	0.0122	
FUN_000143-T1	0.0042	168.9	494.1	99.0000	0.0019	0.0000	
FUN_000145-T1	0.0000	156.7	458.3	0.7578	0.0000	0.0000	
FUN_000147-T1	0.0314	175.0	512.0	0.7248	0.0096	0.0132	
FUN_000151-T1	0.0060	406.6	1189.4	0.4742	0.0016	0.0033	
FUN_000157-T1	0.3678	73.4	214.6	0.5530	0.1017	0.1839	
FUN_000164-T1	0.0609	131.5	384.5	0.6004	0.0174	0.0289	
FUN_000166-T1	0.1587	307.2	898.8	0.5073	0.0424	0.0836	
FUN_000167-T1	0.0494	245.3	717.7	0.6549	0.0145	0.0222	
FUN_000169-T1	
FUN_000170-T1	0.0523	65.7	192.3	0.2544	0.0100	0.0392	
FUN_000180-T1	0.0146	164.3	480.7	0.5372	0.0040	0.0074	
